"03013081","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","INFANTA ELENA","C.E.ESPECIAL INFANTA ELENA","Priv.","CL","FONT DE LA FAVARA","8",3550,"SANT JOAN D'ALACANT","Alacant","965658160","965651993",38.415,-0.415092
"03013030","CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS ARCO IRIS","ARCO IRIS","F.P.A. ARCO IRIS","Púb.","CL","CLARA CAMPOAMOR","30",3400,"VILLENA","Alacant","965802836","965340002",38.6268,-0.859042
"03009944","CENTRE DOCENT PRIVAT ESTRANGER","SIERRA BERNIA SCHOOL","SIERRA BERNIA SCHOOL","Priv.","CL","LA CAÑETA","S/N",3580,"ALFÀS DEL PI (L')","Alacant","966875149","966873633",38.5845,-0.1112
"03000060","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","LA MILAGROSA","LA MILAGROSA","Priv.","CL","JUAN XXIII","2",3698,"AGOST","Alacant","965691143","965691143",38.435,-0.637196
"03000503","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA ANA","SANTA ANA","Priv.","CL","ISABEL II","5",3802,"ALCOI","Alacant","965332228","965330670",38.6933,-0.481188
"03000382","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADA FAMILIA","SAGRADA FAMILIA","Priv.","CL","ARZOBISPO DOMENECH","19",3804,"ALCOI","Alacant","965520616","966522020",38.7083,-0.464162
"03001179","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAGRADOS CORAZONES","SAGRADOS CORAZONES","Priv.","CM","CRUZ DE PIEDRA","21",3013,"ALACANT","Alacant","965261728","965261728",38.3605,-0.467901
"03001180","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN AGUSTÍN","SAN AGUSTÍN","Priv.","CL","PINTOR PEDRO CAMACHO","2",3015,"ALACANT","Alacant","965156070","965150141",38.3716,-0.476253
"03001222","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ DE CAROLINAS","SAN JOSÉ DE CAROLINAS","Priv.","CL","GARBINET","87",3012,"ALACANT","Alacant","965252190","965252190",38.3602,-0.480504
"03001234","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JUAN BAUTISTA","SAN JUAN BAUTISTA","Priv.","CL","SAN AGATANGELO FOGLIETTI","45",3007,"ALACANT","Alacant","965100095","965107854",38.3401,-0.499379
"12001861","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CIENTÍFIC AVEL·LÍ CORMA","CIENTÍFIC AVEL·LÍ CORMA","Púb.","CL","MURILLO","1",12593,"MONCOFA","Castelló","964580405","964580541",39.8057,-0.143257
"12001915","ESCOLA LLAR","ESCUELA HOGAR NTRA.SRA.CONSOLACIÓN","ESCUELA HOGAR NTRA.SRA.CONSOLACIÓN","Púb.","PZ","ALBEREDA","S/N",12300,"MORELLA","Castelló","964161056","",40.6201,-0.105067
"12003432","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JAUME I","JAUME I","Púb.","AV","JAUME I","S/N",12520,"NULES","Castelló","964673431","964673431",39.8472,-0.162134
"12002038","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BALTASAR RULL VILLAR","BALTASAR RULL VILLAR","Púb.","CL","VILLAREAL","42",12200,"ONDA","Castelló","964600327","964776042",39.966,-0.267773
"12002105","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JAIME SANZ","JAIME SANZ","Púb.","CL","MARJAL","S/N",12598,"PENÍSCOLA","Castelló","964480294","964467505",40.3675,0.40216
"12002178","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RIBESALBES","RIBESALBES","Púb.","PD","SOLANA","S/N",12210,"RIBESALBES","Castelló","964625128","964610072",40.0215,-0.276546
"12002211","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","MARE DE DÉU DELS ANGELS","MARE DE DÉU DELS ANGELS","Púb.","AV","NUESTRA SEÑORA DE LOS ANGELES","19",12170,"SANT MATEU","Castelló","964416084","964416084",40.4638,0.183216
"46008790","CENTRE D'EDUCACIÓ ESPECIAL","LA ENCARNACIÓN","C.E.ESPECIAL LA ENCARNACIÓN","Púb.","CL","PADRE MÉNDEZ","153",46900,"TORRENT","València","961558410","",39.4282,-0.475564
"46008716","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JUAN XXIII","JUAN XXIII","Púb.","PD","L'ALTER","31",46900,"TORRENT","València","961575563","961588399",39.4426,-0.469708
"03013212","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAMÓN CUESTA","RAMÓN CUESTA","Púb.","CL","PINTOR SOROLLA","2",3130,"SANTA POLA","Alacant","966692847","966692847",38.1986,-0.558063
"46019817","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","L'AMISTAT","L'AMISTAT","Púb.","CL","SENECA","13",46022,"VALENCIA","València","963935418","963391593",39.472,-0.350608
"46008868","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","JOAQUÍN MUÑOZ","JOAQUÍN MUÑOZ","Púb.","CL","RAMON Y CAJAL","18",46389,"TURÍS","València","962526207","",39.3919,-0.710109
"46008960","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA ENRIQUE RAMBAL","ENRIQUE RAMBAL","ENRIQUE RAMBAL","Púb.","CL","CELADILLA","1",46300,"UTIEL","València","962170825","962171474",39.5722,-1.20789
"46008984","INSTITUTO DE EDUCACIÓN SECUNDARIA ALAMEDA","ALAMEDA","INSTITUTO EDUCACIÓN SECUNDARIA ALAMEDA","Púb.","PS","ALAMEDA","S/N",46300,"UTIEL","València","962170500","962170500",39.5675,-1.21279
"46015782","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ANGELINA CARNICER","ANGELINA CARNICER","Púb.","CL","PUEBLA DE FARNALS","30",46021,"VALENCIA","València","963619203","963619203",39.4694,-0.351359
"46010899","CENTRE D'EDUCACIÓ ESPECIAL","RUIZ JIMÉNEZ","C.E.ESPECIAL RUIZ JIMÉNEZ","Púb.","AV","MEDITERRÁNEO","S/N",46011,"VALENCIA","València","963715730","963715730",39.4673,-0.326315
"46012641","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CAVITE-ISLA DE HIERRO","CAVITE-ISLA DE HIERRO","Púb.","AV","MALVARROSA","2",46011,"VALENCIA","València","963723043","963556541",39.4753,-0.327229
"46012343","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CERVANTES","CERVANTES","Púb.","CL","GUILLEM DE CASTRO","153",46008,"VALENCIA","València","963910322","963913105",39.4771,-0.384087
"46002179","INSTITUTO DE EDUCACIÓN SECUNDARIA LA HOYA DE BUÑOL","LA HOYA DE BUÑOL","INSTITUTO EDUCACIÓN SECUNDARIA LA HOYA DE BUÑOL","Púb.","AV","RAFAEL RIDAURA","S/N",46360,"BUÑOL","València","962500674","962502244",39.4244,-0.786188
"46017501","INSTITUT D'EDUCACIÓ SECUNDÀRIA","FEDERICA MONTSENY","INSTITUT EDUCACIÓ SECUNDÀRIA FEDERICA MONTSENY","Púb.","AV","PRIMERO DE MAYO","S/N",46100,"BURJASSOT","València","963160290","963160291",39.5102,-0.422083
"46002556","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","PAPA CALIXTO III","PAPA CALIXTO III","Púb.","CL","LUIS VIVES","2",46650,"CANALS","València","962240501","962240501",38.9629,-0.58676
"46018965","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","VICENTE RIUS GUILLEMES","VICENTE RIUS GUILLEMES","Púb.","UR","DE MIRABOLVENS","S/N",46650,"CANALS","València","962240042","",38.9685,-0.57601
"46018886","CONSERVATORI PROFESSIONAL DE MÚSICA","PERFECTO GARCÍA CHORNET","CONSERVATORI PROFESSIONAL DE MÚSICA P.GARCÍA CHORNET","Púb.","AV","CAJA DE AHORROS","3",46240,"CARLET","València","962532818","",39.227,-0.525059
"46018977","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","BERTOMEU LLORENS I ROYO","BERTOMEU LLORENS I ROYO","Púb.","CL","MARIANO BENLLIURE","40",46470,"CATARROJA","València","961274395","961267853",39.4063,-0.400529
"46018199","CONSERVATORI PROFESSIONAL DE MÚSICA","JOSÉ MANUEL IZQUIERDO","CONSERVATORI PROFESSIONAL DE MÚSICA JOSÉ MANUEL IZQUIERDO","Púb.","CL","JOSEP SERRA I CARSI","15",46470,"CATARROJA","València","961263387","961274595",39.4034,-0.409809
"46002969","INSTITUT D'EDUCACIÓ SECUNDÀRIA","BERENGUER DALMAU","INSTITUT EDUCACIÓ SECUNDÀRIA BERENGUER DALMAU","Púb.","AV","BLASCO IBAÑEZ","S/N",46470,"CATARROJA","València","961260362","961268754",39.4094,-0.403498
"46003524","CENTRO DE EDUCACIÓN ESPECIAL VIRGEN DE LA ESPERANZA","VIRGEN DE LA ESPERANZA","C.E.ESPECIAL VIRGEN DE LA ESPERANZA","Púb.","PD","DE LA LOMA","S/N",46380,"CHESTE","València","962510651","962510860",39.4853,-0.656991
"46015009","CENTRE PRIVAT D'EDUCACIÓ ESPECIAL","KOYNOS","C.E.ESPECIAL KOYNOS","Priv.","CL","PENSAMIENTO","1",46110,"GODELLA","València","963630107","963630107",39.5236,-0.413575
"12003511","CENTRE D'EDUCACIÓ ESPECIAL","LA PANDEROLA","C.E.ESPECIAL LA PANDEROLA","Púb.","CL","SAN JUAN BOSCO","1",12540,"VILA-REAL","Castelló","964525117","964506031",39.9434,-0.107181
"03011768","INSTITUT D'EDUCACIÓ SECUNDÀRIA","JOSEP IBORRA","INSTITUT EDUCACIÓ SECUNDÀRIA JOSEP IBORRA","Púb.","AV","AUSIÀS MARCH","7",3720,"BENISSA","Alacant","965730007","965730008",38.7176,0.056605
"03007315","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA JESÚS MARÍA (S.ISIDRO)","JESÚS MARÍA (S.ISIDRO)","JESÚS MARÍA (S.ISIDRO)","Priv.","CL","PREVISIÓN","36",3300,"ORIHUELA","Alacant","965300747","966744987",38.0943,-0.95049
"03007601","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN ANTONIO","SAN ANTONIO","Priv.","AV","JAIME I","88",3780,"PEGO","Alacant","965570738","965570738",38.837,-0.115544
"03007741","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SANTO DOMINGO SAVIO","SANTO DOMINGO SAVIO","Priv.","AV","REINA SOFIA","S/N",3610,"PETRER","Alacant","965370895","965370895",38.4785,-0.78195
"03008174","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL CARMEN","NUESTRA SEÑORA DEL CARMEN","Priv.","CL","MAYOR","12",3550,"SANT JOAN D'ALACANT","Alacant","965653248","965653248",38.401,-0.436101
"03012751","ESCOLA PRIVADA DE MÚSICA","","E. DE MÚSICA","Priv.","CL","AUSIÀS MARCH","21",3770,"VERGER (EL)","Alacant","965751144","965751210",38.848,0.009908
"03009208","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA MARÍA AUXILIADORA","MARÍA AUXILIADORA","MARÍA AUXILIADORA","Priv.","PZ","MARÍA AUXILIADORA","7",3400,"VILLENA","Alacant","965804755","965808624",38.6368,-0.8666
"03009211","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA NUESTRA SEÑORA DE LOS DOLORES","NUESTRA SEÑORA DE LOS DOLORES","NUESTRA SEÑORA DE LOS DOLORES","Priv.","CL","CORREDERA","39",3400,"VILLENA","Alacant","965800692","965340150",38.6309,-0.865396
"12004011","INSTITUT D'EDUCACIÓ SECUNDÀRIA","XIMÉN D'URREA","INSTITUT EDUCACIÓ SECUNDÀRIA XIMÉN D'URREA","Púb.","AV","DE CASTELLÓN","S/N",12110,"ALCORA (L')","Castelló","964360724","964360530",40.0717,-0.207453
"12000480","INSTITUT D'EDUCACIÓ SECUNDÀRIA","RAMÓN CID","INSTITUT EDUCACIÓ SECUNDÀRIA RAMÓN CID","Púb.","PG","POLIGONO ESCOLAR","S/N",12580,"BENICARLÓ","Castelló","964471706","964461121",40.413,0.417781
"12004461","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","GREGAL","GREGAL","Púb.","GV","TÁRREGA MONTEBLANCO","19",12006,"CASTELLÓ DE LA PLANA","Castelló","964206045","",39.9813,-0.050447
"12003997","INSTITUT D'EDUCACIÓ SECUNDÀRIA","MIQUEL PERIS I SEGARRA","INSTITUT EDUCACIÓ SECUNDÀRIA MIQUEL PERIS I SEGARRA","Púb.","AV","DEL MAR","S/N",12100,"CASTELLÓ DE LA PLANA GRAO DE CASTELLO","Castelló","964286035","964286209",39.9773,0.008969
"03000813","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","VIRGEN DEL ROSARIO","VIRGEN DEL ROSARIO","Priv.","PZ","FLORIDA-PORTAZGO","6",3006,"ALACANT","Alacant","965110152","965106401",38.3463,-0.509212
"12004849","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","TIRANT LO BLANC","F.P.A. TIRANT LO BLANC","Púb.","PZ","DE LA IGLESIA","1",12110,"ALCORA (L')","Castelló","964361310","964361310",40.0755,-0.212302
"12004850","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","HISTORIADOR VICIANA","F.P.A. HISTORIADOR VICIANA","Púb.","CL","ALBERT EINSTEIN","S/N",12530,"BORRIANA","Castelló","964591001","964591001",39.895,-0.08873
"12004451","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","GERMÀ COLOM","F.P.A. GERMÀ COLOM","Púb.","CL","MESTRE FELIP","5",12005,"CASTELLÓ DE LA PLANA","Castelló","964340922","964340922",39.9766,-0.043892
"12004904","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","JORDI DE SANT JORDI","F.P.A. JORDI DE SANT JORDI","Púb.","PG","LA MOLETA","S/N",12600,"VALL D'UIXÓ (LA)","Castelló","964696289","964696557",39.8215,-0.238786
"12004874","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","E.C.ELS PORTS","F.P.A. E.C.ELS PORTS","Púb.","PZ","ESCUELAS PÍAS","4",12300,"MORELLA","Castelló","964173141","",40.6192,-0.099435
"12004886","CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES","L'ALADERN","F.P.A. L'ALADERN","Púb.","CL","DE SANT VICENT","8",12200,"ONDA","Castelló","964770097","964776563",39.9607,-0.261658
"03010430","INSTITUT D'EDUCACIÓ SECUNDÀRIA","SANTA POLA","INSTITUT EDUCACIÓ SECUNDÀRIA SANTA POLA","Púb.","PZ","C. MAR","95",3130,"SANTA POLA","Alacant","965412900","965412512",38.1948,-0.54805
"03010168","INSTITUT D'EDUCACIÓ SECUNDÀRIA","CAP DE L'ALJUB","INSTITUT EDUCACIÓ SECUNDÀRIA CAP DE L'ALJUB","Púb.","CL","DEL MAR","S/N",3130,"SANTA POLA","Alacant","965413174","965413550",38.1945,-0.545089
"03012128","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA ALBERTO SOLS","ALBERTO SOLS","ALBERTO SOLS","Púb.","AV","REY JAIME I","16",3630,"SAX","Alacant","966968925","966968925",38.5397,-0.814834
"03001911","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ANTONIO JOSÉ CAVANILLES","INSTITUT EDUCACIÓ SECUNDÀRIA ANTONIO JOSÉ CAVANILLES","Púb.","AV","A.LORENZO CARBONELL","32-34",3007,"ALACANT","Alacant","965282333","965111136",38.3394,-0.507538
"46016245","CENTRE D'EDUCACIÓ ESPECIAL","PROFESOR SEBASTIÁN BURGOS","C.E.ESPECIAL PROFESOR SEBASTIÁN BURGOS","Púb.","CL","ALQUERÍA DE BENIMASSOT","17",46017,"VALENCIA","València","961830082","961830265",39.4404,-0.387654
"46015691","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","LLUÍS DE SANTANGEL","LLUÍS DE SANTANGEL","Púb.","AV","PINARS","S/N",46012,"VALENCIA SALER (EL)","València","961830106","961830404",39.3817,-0.332057
"46013888","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAMÓN MARTÍ SORIANO","RAMÓN MARTÍ SORIANO","Púb.","CL","MIGUEL HERNÁNDEZ","S/N",46691,"VALLADA","València","962257388","962257626",38.897,-0.693106
"46015721","INSTITUT D'EDUCACIÓ SECUNDÀRIA","VICENTE GANDIA","INSTITUT EDUCACIÓ SECUNDÀRIA VICENTE GANDIA","Púb.","CM","DE LA RONDA","S/N",46270,"VILLANUEVA DE CASTELLÓN","València","962450050","962452427",39.0734,-0.510499
"46018692","INSTITUT D'EDUCACIÓ SECUNDÀRIA","DOCTOR LLUÍS SIMARRO LACABRA","INSTITUT EDUCACIÓ SECUNDÀRIA DR. LLUÍS SIMARRO LACABRA","Púb.","AV","DE LES CORTS VALENCIANES","S/N",46800,"XÀTIVA","València","962277072","962277256",38.9861,-0.535412
"46015940","ESCOLA INFANTIL","MARÍA TERESA COLOMA","ESCOLA INFANTIL MARÍA TERESA COLOMA","Púb.","CL","LINGÜISTA SANELO","S/N",46800,"XÀTIVA","València","962273222","962273222",38.9933,-0.51537
"46003639","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","GREGORI MAYANS I CISCAR","GREGORI MAYANS I CISCAR","Púb.","CL","SACRAMENTO ESTEVE","10",46950,"XIRIVELLA","València","963790934","963132053",39.465,-0.42914
"46003640","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","RAMÓN Y CAJAL","RAMÓN Y CAJAL","Púb.","CL","LOS ANGELES","3",46950,"XIRIVELLA","València","963702691","963708650",39.4637,-0.438541
"46014111","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA PINTOR SOROLLA","PINTOR SOROLLA","PINTOR SOROLLA","Púb.","CL","MAYOR","43",46367,"YÁTOVA","València","962516279","962516279",39.3847,-0.806004
"46001035","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","RAMÓN Y CAJAL","RAMÓN Y CAJAL","Priv.","CL","1 DE MAIG","30",46115,"ALFARA DEL PATRIARCA","València","961390929","961390929",39.5477,-0.388105
"46002210","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","JUAN XXIII","JUAN XXIII","Priv.","CL","ISABEL LA CATOLICA","46",46100,"BURJASSOT","València","963638504","963903591",39.5131,-0.414106
"46021629","INSTITUT D'EDUCACIÓ SECUNDÀRIA","ARABISTA RIBERA","INSTITUT EDUCACIÓ SECUNDÀRIA ARABISTA RIBERA","Púb.","CM","DEL REALENGO","S/N",46740,"CARCAIXENT","València","962430133","962431414",39.1245,-0.436422
"46002519","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","CERVANTES","CERVANTES","Priv.","CL","CURTIDORES","S/N",46650,"CANALS","València","962240286","962246017",38.9603,-0.582361
"46002611","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","AVE MARÍA","AVE MARÍA","Priv.","CL","BARONESA SANTA BÁRBARA","27",46740,"CARCAIXENT","València","962430497","962461660",39.1198,-0.447103
"46002911","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LARRODÉ","LARRODÉ","Priv.","AV","RAMBLETA","S/N",46470,"CATARROJA","València","961274345","961274345",39.4037,-0.406554
"46016634","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN VICENTE FERRER","SAN VICENTE FERRER","Priv.","AV","DEL PUERTO","S/N",46400,"CULLERA","València","961723011","961732172",39.1592,-0.253116
"46004140","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ABAD SOLA","ABAD SOLA","Priv.","CL","SAN FRANCISCO DE BORJA","36",46701,"GANDIA","València","962871939","962871939",38.9678,-0.182648
"46004073","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ABECÉ","ABECÉ","Priv.","AV","DEL GRAU","36",46701,"GANDIA","València","962874742","962874744",38.9697,-0.176146
"46004115","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","CRISTO REY (MM.ESCOLAPIAS)","CRISTO REY (MM.ESCOLAPIAS)","Priv.","CL","SAN RAFAEL","25",46701,"GANDIA","València","962965096","962861861",38.9684,-0.183635
"46004139","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","NUESTRA SEÑORA DEL CARMEN","NUESTRA SEÑORA DEL CARMEN","Priv.","CL","DE LES CARMELITES","16",46701,"GANDIA","València","962871035","962872778",38.9665,-0.178886
"46004127","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","REAL COLEGIO ESCUELAS PÍAS","REAL COLEGIO ESCUELAS PÍAS","Priv.","PZ","ESCOLES PÍES","7",46701,"GANDIA","València","962873846","962960095",38.9688,-0.18119
"46009964","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LUIS DE SANTÁNGEL","LUIS DE SANTÁNGEL","Priv.","CL","CARRICOLA","7",46017,"VALENCIA","València","963776464","963776464",39.4522,-0.387137
"12003456","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CARLOS SARTHOU CARRERES","CARLOS SARTHOU CARRERES","Púb.","CL","ONDA","92",12540,"VILA-REAL","Castelló","964523121","",39.9427,-0.10672
"12002841","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","CONCEPCIÓN ARENAL","CONCEPCIÓN ARENAL","Púb.","CL","SANT FERRAN","1",12540,"VILA-REAL","Castelló","964521833","",39.9383,-0.106918
"12003021","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","ESCULTOR ORTELLS","ESCULTOR ORTELLS","Púb.","AV","FRANCESC TARREGA","S/N",12540,"VILA-REAL","Castelló","964522291","964522291",39.9412,-0.092944
"03005100","CENTRE PRIVAT D'EDUCACIÓ SECUNDÀRIA","SAN JOSÉ ARTESANO","SAN JOSÉ ARTESANO","Priv.","CR","MATOLA","428",3293,"ELX","Alacant","966633289","966632834",38.2513,-0.712974
"03005070","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JOSÉ DE CALASANZ","SAN JOSÉ DE CALASANZ","Priv.","CL","DOCTOR FERRÁN","2",3201,"ELX","Alacant","965449836","965461839",38.2635,-0.703167
"03005069","CENTRE PRIVAT E. INFANTIL I PRIMÀRIA","SAN RAFAEL-SALESIANOS","SAN RAFAEL-SALESIANOS","Priv.","CL","PORTA DE LA MORERA","24",3203,"ELX","Alacant","966613121","966613379",38.2628,-0.691055
"03006131","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SAN JUAN Y SAN PABLO","SAN JUAN Y SAN PABLO","Priv.","CL","AMADO BROTONS","9",3440,"IBI","Alacant","965552168","",38.6277,-0.573682
"03006529","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","DIVINA PASTORA","DIVINA PASTORA","Priv.","AV","NOVELDA","S/N",3640,"MONÒVER","Alacant","966960316","965471638",38.4305,-0.837213
"03006724","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ORATORIO FESTIVO","ORATORIO FESTIVO","Priv.","CL","MARIA AUXILIADORA","9",3660,"NOVELDA","Alacant","965604406","965624661",38.3839,-0.763625
"03006736","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","PADRE DEHÓN","PADRE DEHÓN","Priv.","CL","SANTA INÉS","1",3660,"NOVELDA","Alacant","965600350","965600887",38.3857,-0.769601
"03006751","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","SANTA MARÍA MAGDALENA","SANTA MARÍA MAGDALENA","Priv.","CL","SIRERA Y DARA","17",3660,"NOVELDA","Alacant","965600995","965624728",38.3866,-0.764206
"03007327","CENTRO PRIVADO E. INFANTIL, PRIMARIA Y SECUNDARIA JESÚS MARÍA","JESÚS MARÍA","JESÚS MARÍA","Priv.","CL","SAN AGUSTÍN","32",3300,"ORIHUELA","Alacant","965300442","966742478",38.0829,-0.947721
"12004412","CONSERVATORI PROFESSIONAL DE MÚSICA","MOSSÉN FRANCESC PEÑARROJA","CONSERVATORI PROFESSIONAL DE MÚSICA M.FSC.PEÑARROJA","Púb.","AV","SUD-OEST","49",12600,"VALL D'UIXÓ (LA)","Castelló","964691050","964691737",39.8214,-0.241302
"12002661","INSTITUT D'EDUCACIÓ SECUNDÀRIA","HONORI GARCIA","INSTITUT EDUCACIÓ SECUNDÀRIA HONORI GARCIA","Púb.","CL","INSTITUTO","S/N",12600,"VALL D'UIXÓ (LA)","Castelló","964660637","964691117",39.8201,-0.23155
"12003663","INSTITUTO DE EDUCACIÓN SECUNDARIA ALTO PALANCIA","ALTO PALANCIA","INSTITUTO EDUCACIÓN SECUNDARIA ALTO PALANCIA","Púb.","AV","DE LA CONSTITUCION","S/N",12400,"SEGORBE","Castelló","964711616","964711677",39.8438,-0.490297
"12002889","INSTITUT D'EDUCACIÓ SECUNDÀRIA","FRANCESC TÀRREGA","INSTITUT EDUCACIÓ SECUNDÀRIA FRANCESC TÀRREGA","Púb.","CL","AUSIÀS MARCH","13",12540,"VILA-REAL","Castelló","964520695","964520695",39.938,-0.095615
"12000169","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","LA SALLE","LA SALLE","Priv.","PZ","LA SALLE","1",12110,"ALCORA (L')","Castelló","964360079","964386978",40.0785,-0.212163
"12000157","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","PUÉRTOLAS PARDO","PUÉRTOLAS PARDO","Priv.","GL","GLORIETA STA. MARÍA ROSA MOLAS","1",12110,"ALCORA (L')","Castelló","964360083","964360095",40.0745,-0.212152
"12000686","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","VILLA FÁTIMA","VILLA FÁTIMA","Priv.","PS","SAN JUAN BOSCO","21",12530,"BORRIANA","Castelló","964512518","964512518",39.8943,-0.085691
"12001022","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","ESCUELAS PÍAS","ESCUELAS PÍAS","Priv.","PZ","ESCUELAS PÍAS","27",12002,"CASTELLÓ DE LA PLANA","Castelló","964211300","964254928",39.9838,-0.041998
"12004606","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","RAMIRO IZQUIERDO","RAMIRO IZQUIERDO","Priv.","CM","TAXIDA C/V CAMINO CAMINAS","S/N",12003,"CASTELLÓ DE LA PLANA","Castelló","964270368","964270392",39.9915,-0.02076
"12002063","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","VIRGEN DEL CARMEN","VIRGEN DEL CARMEN","Priv.","AV","DE MONTENDRE","18",12200,"ONDA","Castelló","964601385","964776091",39.9678,-0.262245
"12002993","CENTRE PRIVAT E. INFANTIL, PRIMÀRIA I SECUNDÀRIA","FUNDACIÓN FLORS","FUNDACIÓN FLORS","Priv.","CL","ERMITA","263",12540,"VILA-REAL","Castelló","964520394","964526889",39.9454,-0.10643
