"46033474","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MI PEQUEÑO MUNDO","CENTRE EDUCACIÓ INFANTIL (1) MI PEQUEÑO MUNDO","Priv.","CL","CARAVACA","18",46021,"VALENCIA","València","653854995 ","",39.4729,-0.354352
"46033498","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL L'ESCOLETA","ESCOLA INFANTIL (1) MUNICIPAL L'ESCOLETA","Púb.","CL","COSTERA","16",46460,"SILLA","València","645719580","",39.3668,-0.416524
"03019202","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LOS OLIVOS","CENTRE EDUCACIÓ INFANTIL (1) LOS OLIVOS","Priv.","CL","RÍO EBRO","1-B",3690,"SANT VICENT DEL RASPEIG","Alacant","965667772","965667772",38.3947,-0.509866
"46033565","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ITUITU","CENTRE EDUCACIÓ INFANTIL (1) ITUITU","Priv.","CL","ALEJANDRO VI","6",46005,"VALENCIA","València","633674357","",39.4624,-0.364308
"46033577","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA LLAR D'INÉS","CENTRE EDUCACIÓ INFANTIL (1) LA LLAR D'INÉS","Priv.","CL","MUNICH 72","9",46900,"TORRENT","València","686982426","",39.4234,-0.46797
"46033589","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BALOO II","CENTRE EDUCACIÓ INFANTIL (1) BALOO II","Priv.","CL","MARIANO BENLLIURE","37",46980,"PATERNA","València","961373725","",39.4974,-0.432297
"46033619","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MIMITOS","CENTRE EDUCACIÓ INFANTIL (1) MIMITOS","Priv.","CL","MAYOR","15",46113,"MONCADA","València","961391160","",39.5439,-0.393292
"46033620","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","SONRISAS","CENTRE EDUCACIÓ INFANTIL (1) SONRISAS","Priv.","CL","CASTELLÓN","14",46980,"PATERNA","València","650952389","",39.5048,-0.447596
"46033747","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA TARONJA","ESCOLA INFANTIL (1) MUNICIPAL LA TARONJA","Púb.","CL","MENÉNDEZ PELAYO-GREGORI MAYANS I SISCAR","S/N",46780,"OLIVA","València","962856280","961269933",38.918,-0.113527
"46033759","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PARQUE TECNOLÓGICO","CENTRE EDUCACIÓ INFANTIL (1) PARQUE TECNOLÓGICO","Priv.","AV","BENJAMÍN FRANKLIN","24",46980,"PATERNA","València","961318536 ","",39.5509,-0.464859
"46032241","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","PALANCIA","2-A",46529,"CANET D'EN BERENGUER","València","","",39.6782,-0.218353
"46032251","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","MONTESA","S/N",46687,"ALBALAT DE LA RIBERA","València","","",39.2011,-0.389714
"12007413","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BAMBILANDIA","CENTRE E.INFANTIL (1) BAMBILANDIA","Priv.","CL","JAUME ROIG","52",12540,"VILA-REAL","Castelló","964538121","964529483",39.9407,-0.092161
"03018684","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","KIDS GARDEN","CENTRE EDUCACIÓ INFANTIL (1) KIDS GARDEN","Priv.","CL","PADRE RECADERO DE LOS RÍOS","14",3005,"ALACANT","Alacant","965986214","965986214",38.3511,-0.498215
"46032263","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LÁPICES I","CENTRE EDUCACIÓ INFANTIL (1) LÁPICES I","Priv.","CL","VICENTE BRANCHAT","5",46018,"VALENCIA","València","963705101","963401114",39.4709,-0.396688
"46032287","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MAMÁ PATO","CENTRE EDUCACIÓ INFANTIL (1) MAMÁ PATO","Priv.","CL","NOU D'OCTUBRE","27",46200,"PAIPORTA","València","963973840","",39.4292,-0.420372
"46032305","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL AMAS DE CASA","ESCOLA INFANTIL (1) MUNICIPAL AMAS DE CASA","Púb.","CL","RONDA L'ALMENA","1",46270,"VILLANUEVA DE CASTELLÓN","València","962450536","",39.0805,-0.517366
"46032317","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","LA PAU","87",46550,"ALBUIXECH","València","961401515","",39.5442,-0.327326
"46032329","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL DEL RAVAL","ESCOLA INFANTIL (1) MUNCIPAL DEL RAVAL","Púb.","AV","RAFELCOFER","24",46700,"GANDIA","València","962878757","",38.9608,-0.184171
"46033218","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL MARÍA PLA","MUNICIPAL MARÍA PLA","ESCUELA INFANTIL (1) MUNICIPAL MARÍA PLA","Púb.","CL","SAN MIGUEL","S/N",46164,"PEDRALBA","València","","",39.6062,-0.725924
"46033221","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MARAVILLAS","CENTRE EDUCACIÓ INFANTIL (1) MARAVILLAS","Priv.","CL","POETA MAS Y ROS","3-5",46021,"VALENCIA","València","963287477","",39.4715,-0.351573
"46033243","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL MÓN DELS MENUTS","CENTRE EDUCACIÓ INFANTIL (1) EL MÓN DELS MENUTS","Priv.","CL","JOSÉ IRANZO","69",46870,"ONTINYENT","València","663241042","",38.8234,-0.598583
"46033267","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BABOO","CENTRE EDUCACIÓ INFANTIL (1) BABOO","Priv.","CL","GODOFREDO ROS","15-B",46006,"VALENCIA","València","963347614","",39.4584,-0.361597
"46033279","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL QUATRE CARRERES","ESCOLA INFANTIL (1) MUNICIPAL QUATRE CARRERES","Púb.","CL","BOMBERO RAMÓN DUART","7",46013,"VALENCIA","València","960910028 ","",39.4534,-0.365703
"46033395","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL CENTRE HISTÒRIC","ESCOLA INFANTIL (1) MUNICIPAL CENTRE HISTÒRIC","Púb.","PC","AUSIÀS MARCH","S/N",46702,"GANDIA","València","962871320","",38.9647,-0.177026
"46033413","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","COLORINS","CENTRE EDUCACIÓ INFANTIL (1) COLORINS","Priv.","AV","DIVINO MAESTRO","3",46120,"ALBORAYA","València","961855053","",39.5,-0.352893
"46033437","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL GENERAL URRUTIA","ESCOLA INFANTIL (1) MUNICIPAL GENERAL URRUTIA","Púb.","CL","CINEASTA RICARDO MUÑOZ SUAY","S/N",46013,"VALENCIA","València","","",39.4532,-0.357249
"46033528","ESCOLA PRIVADA DE MÚSICA","AULAMEDA","E. DE MÚSICA AULAMEDA","Priv.","CL","PINTOR PEIRÓ","2",46010,"VALENCIA","València","963251009","",39.4749,-0.364786
"46033531","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GOMETS","CENTRE EDUCACIÓ INFANTIL (1) GOMETS","Priv.","CL","CASTELLÓN DE RUGAT","3",46025,"VALENCIA","València","961934039","",39.4916,-0.389899
"46033541","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LES RABOSETES","CENTRE EDUCACIÓ INFANTIL (1) LES RABOSETES","Priv.","CL","VICENTE LLADRÓ","14",46132,"ALMÀSSERA","València","962051616","",39.5125,-0.355613
"46033668","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","L'EMBOLIC","CENTRE EDUCACIÓ INFANTIL (1) L'EMBOLIC","Priv.","CL","MANUEL MELIA I FUSTER (LOCAL 2)","1",46025,"VALENCIA","València","963811502","963811502",39.4968,-0.393335
"03019287","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","DUENDES","CENTRE EDUCACIÓ INFANTIL (1) DUENDES","Priv.","CL","LA HUERTA","7",3690,"SANT VICENT DEL RASPEIG","Alacant","679473537","",38.3998,-0.51934
"46033841","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","L'ESCOLETA DEL CARME","CENTRE EDUCACIÓ INFANTIL (1) L'ESCOLETA DEL CARME","Priv.","CL","PALMA","5",46003,"VALENCIA","València","651115285","",39.4787,-0.379055
"46033875","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ASTÉRIX","CENTRE EDUCACIÓ INFANTIL (1) ASTÉRIX","Priv.","CL","OBISPO MUÑOZ","32",46100,"BURJASSOT","València","963643525","",39.5066,-0.408366
"03018696","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL LOS PEQUES","MUNICIPAL LOS PEQUES","ESCUELA INFANTIL (1) MUNICIPAL LOS PEQUES","Púb.","CL","ESCUELAS-C/ RONDA DE LAS PARCELAS","S/N",3349,"SAN ISIDRO","Alacant","965489119","",38.1723,-0.83892
"46032330","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL AZAHAR","CENTRE EDUCACIÓ INFANTIL (1) EL AZAHAR","Priv.","CL","PERDIU","77",46184,"SAN ANTONIO DE BENAGÉBER","València","961350406","",39.5517,-0.496568
"46032342","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GLOBITOS 2","CENTRE EDUCACIÓ INFANTIL (1) GLOBITOS 2","Priv.","CL","ALQUERÍA DE BENIMASSOT","6",46017,"VALENCIA","València","961330886","",39.4406,-0.387526
"46033772","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL PORTA SUD","ESCOLA INFANTIL (1) MUNICIPAL PORTA SUD","Púb.","CL","PROFESORA ANA ROJO","6",46910,"ALFAFAR","València","963758227","961269933",39.417,-0.383588
"46032378","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","ISABEL LA CATÓLICA","42",46100,"BURJASSOT","València","963641403","963641403",39.5127,-0.413672
"03018726","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PEQUES","CENTRE EDUCACIÓ INFANTIL (1) PEQUES","Priv.","AV","CATEDRÁTICO SALA PÉREZ","37",3550,"SANT JOAN D'ALACANT","Alacant","965656791","965656791",38.3955,-0.426318
"46032381","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","AV","DEL LLAURADOR","23",46240,"CARLET","València","962531104","961269933",39.2202,-0.52048
"46032391","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ARCO IRIS","CENTRE EDUCACIÓ INFANTIL (1) ARCO IRIS","Priv.","CL","COOPERATIVA","22",46470,"ALBAL","València","961268592","961268592",39.3969,-0.418929
"46032354","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL TITAGUARDE","MUNICIPAL TITAGUARDE","ESCUELA INFANTIL (1) MUNICIPAL TITAGUARDE","Púb.","AV","ROJAS CLEMENTE","2",46178,"TITAGUAS","València","961634001","961634093",39.8638,-1.08319
"46032573","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL ESCONDITE INGLÉS","CENTRE EDUCACIÓ INFANTIL (1) EL ESCONDITE INGLÉS","Priv.","AV","DOCTOR WAKSMAN","50-52",46013,"VALENCIA","València","655772611","",39.4552,-0.368975
"46032585","CENTRE DOCENT PRIVAT ESTRANGER","BRITISH COLLEGE LA CAÑADA","BRITISH COLLEGE LA CAÑADA","Priv.","CL","299","25",46182,"PATERNA CAÑADA (LA)","València","961324040","961321963",39.534,-0.475277
"46032603","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CUQUETS","CENTRE EDUCACIÓ INFANTIL (1) CUQUETS","Priv.","CL","DE BENIFARAIG","1",46113,"MONCADA","València","615635546","",39.5414,-0.400312
"46032615","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL SOLET ALMUSSAFES","CENTRE EDUCACIÓ INFANTIL (1) EL SOLET","Priv.","CL","MAESTRO MEDINA","12",46440,"ALMUSSAFES","València","962030181","",39.2915,-0.416027
"12007516","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA","NÚMERO 6","COL·LEGI EDUCACIÓ INFANTIL I PRIMÀRIA NÚMERO 6","Púb.","CL","ALMIRANTE CERVERA","S/N",12550,"ALMASSORA","Castelló","964563967","",39.9503,-0.071595
"03018805","CENTRO PRIVADO FORMACIÓN  PROFESIONAL ESPECÍFICA CEDENPRO","CEDENPRO","CENTRO F.PROFESIONAL CEDENPRO","Priv.","CL","JAIME BALMES","68",3600,"ELDA","Alacant","965390301","",38.4816,-0.787003
"46032639","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GATEOS","CENTRE EDUCACIÓ INFANTIL (1) GATEOS","Priv.","PZ","DE LA VICTÒRIA","8 ",46960,"ALDAIA","València","","",39.4631,-0.465728
"46032408","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BURBUJAS","CENTRE EDUCACIÓ INFANTIL (1) BURBUJAS","Priv.","CL","ARES DEL MAESTRAT, 5 (ESCALERA 4-BAJO 1)","",46980,"PATERNA","València","","",39.5177,-0.426557
"46032445","COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA NÚMERO 3","NÚMERO 3","COLEGIO EDUCACIÓN INFANTIL Y PRIMARIA NÚMERO 3","Púb.","CL","MAESTRO NACIONAL RAMÓN CODOÑER","1",46380,"CHESTE","València","962511575","962511787",39.4943,-0.689317
"46032457","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","MICKEY","CENTRE EDUCACIÓ INFANTIL (1) MICKEY","Priv.","CL","MAYOR","49",46450,"BENIFAIÓ","València","961794110","",39.2858,-0.424916
"46032469","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","NÀUTICA I SUBAQUÀTICA","CENTRE F.PROFESSIONAL NÀUTICA I SUBAQUÀTICA","Priv.","CL","PEPE ALBA","3",46022,"VALENCIA","València","963305935","963305935",39.4681,-0.348558
"03018741","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL SOLET","CENTRE EDUCACIÓ INFANTIL (1) EL SOLET","Priv.","CL","RASPEIG","55",3690,"SANT VICENT DEL RASPEIG","Alacant","966356625","",38.4,-0.519598
"46032421","ESCUELA INFANTIL DE PRIMER CICLO MUNICIPAL ","MUNICIPAL ","ESCUELA INFANTIL (1) MUNICIPAL","Púb.","PZ","ESPAÑA","4",46369,"ALBORACHE","València","962516002","",39.393,-0.774246
"46032482","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL","ESCOLA INFANTIL (1) MUNICIPAL","Púb.","CL","BLASCO IBÁÑEZ","3",46717,"FONT D'EN CARRÒS (LA)","València","962834089","961269933",38.9188,-0.172386
"46032494","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA AURORA 3","CENTRE EDUCACIÓ INFANTIL (1) LA AURORA 3","Priv.","CL","ERUDITO ORELLANA","8 ",46008,"VALENCIA","València","963217700","",39.4713,-0.386589
"46032500","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","L'ALQUERIA","CENTRE EDUCACIÓ INFANTIL (1) L'ALQUERIA","Priv.","CM","DEL POUET","S/N",46015,"VALENCIA","València","963637412","",39.4795,-0.400282
"46032512","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL EL PARC","ESCOLA INFANTIL (1) MUNICIPAL EL PARC","Púb.","CL","BOBALAR (VIAL 7 DEL SECTOR IV)","S/N",46138,"RAFELBUNYOL","València","620117927","961410667",39.5897,-0.339804
"12007474","C. DOCENT PRV. DE FORMACIÓ BÀSICA DE PER. ADULTES","AUDIOGIL ADULTOS","F.P.A. AUDIOGIL ADULTOS","Priv.","CL","SAN BLAS","100",12002,"CASTELLÓ DE LA PLANA","Castelló","964342290","",39.9854,-0.044171
"46032536","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PEKEÑOS MAGOS","CENTRE EDUCACIÓ INFANTIL (1) PEKEÑOS MAGOS","Priv.","AV","DR. PESET ALEIXANDRE","58",46025,"VALENCIA","València","961933159","",39.4911,-0.379468
"46032548","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","ELS CIGRONETS","CENTRE EDUCACIÓ INFANTIL (1) ELS CIGRONETS","Priv.","AV","PAÍS VALENCIÀ","143",46900,"TORRENT","València","637974087","",39.4292,-0.476784
"12007486","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BARRUFETS","CENTRE EDUCACIO INFANTIL (1) BARRUFETS","Priv.","AV","MONTENDRE","28",12200,"ONDA","Castelló","673562158","",39.9655,-0.262535
"12007498","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","FABULINUS","CENTRE EDUCACIÓ INFANTIL (1) FABULINUS","Priv.","CL","VICENTE BLASCO IBAÑEZ","23",12003,"CASTELLÓ DE LA PLANA","Castelló","964224465","",39.9912,-0.024928
"12007531","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL CHUPETES","ESCOLA INFANTIL (1) MUNICIPAL CHUPETES","Púb.","CL","ANTONIO PRADES SAFONT","S/N",12004,"CASTELLÓ DE LA PLANA","Castelló","964269307","964269307",39.9932,-0.028984
"12007541","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL BIBERONS","ESCOLA INFANTIL (1) MUNICIPAL BIBERONS","Púb.","CL","DESIERTO DE LAS PALMAS","5",12006,"CASTELLÓ DE LA PLANA","Castelló","964210099","",39.9729,-0.054739
"12007553","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL PEÜCS","ESCOLA INFANTIL (1) MUNICIPAL PEÜCS","Púb.","CL","JOSÉ MARÍA MULET ORTÍZ","S/N",12006,"CASTELLÓ DE LA PLANA","Castelló","964731213","964731213",39.9939,-0.06043
"03018829","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PECES DE COLORES","CENTRE EDUCACIÓ INFANTIL (1) PECES DE COLORES","Priv.","CL","CALIOPE","4",3581,"ALFÀS DEL PI (L')","Alacant","966866252","966868979",38.573,-0.079409
"12007565","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ","ESCOLA INFANTIL (1) MUNICIPAL ","Púb.","CL","GUILLEM SOROLLA","1",12170,"SANT MATEU","Castelló","964416171","",40.4673,0.177739
"46032664","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL ALBERIC 2","ESCOLA INFANTIL (1) MUNICIPAL ALBERIC 2","Púb.","CL","RIBERA BAIXA","34",46260,"ALBERIC","València","962440066","",39.1159,-0.527794
"46032676","C. DOCENT PÚB. DE FORMACIÓ BÀSICA DE PER. ADULTES","MUNICIPAL PATACONA","F.P.A. MUNICIPAL PATACONA","Púb.","AV","VICENTE BLASCO IBÁÑEZ NOVELISTA","S/N",46120,"ALBORAYA","València","963567641","",39.4855,-0.328238
"46032688","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","BABÚ","CENTRE EDUCACIÓ INFANTIL (1) BABÚ","Priv.","CL","BOTÀNIC CAVANILLES","42",46120,"ALBORAYA","València","961105006","",39.4975,-0.347885
"46032767","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","TRASTES-ZONA UNIVERSITATS","CENTRE EDUCACIÓ INFANTIL (1) TRASTES-ZONA UNIVERSITATS","Priv.","CL","VINALOPÓ","10 ",46021,"VALENCIA","València","962051160 ","",39.4775,-0.350205
"12007589","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PICAROL","CENTRE EDUCACIÓ INFANTIL (1) PICAROL","Priv.","CL","JUAN BAUTISTA FOLIÁ PRADES","11",12006,"CASTELLÓ DE LA PLANA","Castelló","964062472","",39.9892,-0.065274
"46032780","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","XICOTETS","CENTRE EDUCACIÓ INFANTIL (1) XICOTETS","Priv.","CL","CIRILO AMORÓS","27",46004,"VALENCIA","València","963943461","963943461",39.4671,-0.372236
"46032792","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PEQUE NATURA","CENTRE EDUCACIÓ INFANTIL (1) PEQUE NATURA","Priv.","CL","SOLLANA (BULEVAR DEL XÚQUER)","3",46400,"CULLERA","València","961732889","",39.1582,-0.255073
"46032822","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","XIP I XOP","CENTRE EDUCACIÓ INFANTIL (1) XIP I XOP","Priv.","CL","FRANCESC LARRODÉ ARTOLA","6 ",46470,"CATARROJA","València","961267924","",39.4087,-0.406167
"03018891","ESCOLA PRIVADA DE MÚSICA","CENTRE MUSICAL PUIG CAMPANA","E. DE MÚSICA CENTRE MUSICAL PUIG CAMPANA","Priv.","PD","EL FONDO (APT. 23)","S/N ",3509,"FINESTRAT","Alacant","686392608","965878308",38.5666,-0.214185
"46032901","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PIPO 2","CENTRE EDUCACIÓ INFANTIL (1) PIPO 2","Priv.","AV","DOCTOR PESSET ALEIXANDRE","60",46025,"VALENCIA","València","961933855","963651687",39.491,-0.379457
"46032913","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CONINOS","CENTRE EDUCACIÓ INFANTIL (1) CONINOS","Priv.","CL","PADRE MÉNDEZ","153 ",46900,"TORRENT","València","653828267","",39.4263,-0.47829
"46032925","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PIPOS","CENTRE EDUCACIÓ INFANTIL (1) PIPOS","Priv.","CL","GRANERERS","11 BA",46900,"TORRENT","València","961098249","961098249",39.4387,-0.458379
"46032937","CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA","VERGE DE CORTES. VALÈNCIA","CENTRE F.PROFESSIONAL VERGE DE CORTES. VALÈNCIA","Priv.","CL","URUGUAY","37",46007,"VALENCIA","València","963813644 ","",39.4573,-0.386933
"46032949","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","PASITOS","CENTRE EDUCACIÓ INFANTIL (1) PASITOS","Priv.","CL","MAXIMILIANO THOUS","8",46009,"VALENCIA","València","961198600","961198602",39.4879,-0.376046
"46032962","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","CAMARENA-PUERTO DE SAGUNTO","CENTRE EDUCACIÓ INFANTIL (1) CAMARENA-PUERTO DE SAGUNTO","Priv.","CL","GARRUCHA","S/N",46520,"SAGUNT PUERTO SAGUNTO (EL)","València","","",39.6686,-0.225863
"12007607","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","L'ESQUIROL ","CENTRE EDUCACIÓ INFANTIL (1) L'ESQUIROL ","Priv.","CM","ERMITA, CL. EN PROYECTO","8",12540,"VILA-REAL","Castelló","964537421","",39.9517,-0.110085
"46032706","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL L'ABELLETA","ESCOLA INFANTIL (1) MUNICIPAL L'ABELLETA","Púb.","CL","MUNTANYA","23",46193,"MONTROY","València","962129969","962555401",39.3407,-0.61566
"46032718","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA","ATENEO MUSICAL DEL PUERTO","C.A.ENS.ART.PROFESSIONALS MÚSICA ATENEO MUSICAL DEL PUERTO","Priv.","CL","FRANCISCO BALDOMÁ","40",46011,"VALENCIA","València","963672333","",39.4648,-0.333323
"03018866","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","EL TOPO","CENTRE EDUCACIÓ INFANTIL (1) EL TOPO","Priv.","CR","LES MARINES","12",3779,"POBLETS (ELS) SETLA","Alacant","966475153","",38.8621,0.01774
"03018878","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","GARABATOS 2","CENTRE EDUCACIÓ INFANTIL (1) GARABATOS 2","Priv.","CL","ANCHA DE CASTELAR","21",3689,"SANT VICENT DEL RASPEIG","Alacant","965667204","",38.3959,-0.521518
"12007577","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE","LA PAPALLONA MENUDA","CENTRE EDUCACIÓ INFANTIL (1) LA PAPALLONA MENUDA","Priv.","CL","CALDERÓN DE LA BARCA","15",12004,"CASTELLÓ DE LA PLANA","Castelló","652823254","",39.9959,-0.033216
"46032721","SECCIÓ D'EDUCACIÓ SECUNDÀRIA","I.E.S. CONSELLERIA","SECCIÓ EDUCACIÓ SECUNDÀRIA I.E.S. CONSELLERIA","Púb.","CL","SAN JAVIER","2",46015,"VALENCIA","València","963478778","",39.4831,-0.392627
"46032743","ESCOLA INFANTIL DE PRIMER CICLE","MUNICIPAL LA VILA","ESCOLA INFANTIL (1) MUNICIPAL LA VILA","Púb.","CL","DEL 12 D'OCTUBRE","3",46860,"ALBAIDA","València","","",38.8366,-0.514233
"46032834","ESCOLA PRIVADA DE MÚSICA","BANDA UNIÓN MUSICAL","E. DE MÚSICA BANDA UNIÓN MUSICAL","Priv.","PZ","CONSTITUCIÓN","2",46260,"ALBERIC","València","","",39.1168,-0.517688
"46032846","ESCOLA PRIVADA DE MÚSICA","CENTRO INSTRUCTIVO MUSICAL","E. DE MÚSICA CENTRO INSTRUCTIVO MUSICAL","Priv.","CL","SANTA BÁRBARA","25",46469,"BENIPARRELL","València","","",39.3818,-0.40916
"46032858","ESCOLA PRIVADA DE MÚSICA","ASOCIACIÓN CULTURAL LA UNIÓN ARTÍSTICA MUSICAL","E. DE MÚSICA ASOCIACIÓN LA UNIÓN ARTÍSTICA MUSICAL","Priv.","AV","DERECHOS HUMANOS","S/N",46132,"ALMÀSSERA","València","","",39.5151,-0.356884
"03018908","ESCUELA PRIVADA DE MÚSICA SOCIEDAD INSTRUCTIVA MUSICAL SONES","SOCIEDAD INSTRUCTIVA MUSICAL SONES","E. DE MÚSICA SOCIEDAD INSTRUCTIVA MUSICAL SONES","Priv.","CL","YECLA","41",3630,"SAX","Alacant","","",38.5367,-0.822054
"03018911","ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL","DE LA UNIÓN MUSICAL","E. DE MÚSICA DE LA UNIÓN MUSICAL","Priv.","CL","ACEQUIA","1",3380,"BIGASTRO","Alacant","","",38.0639,-0.896319
"03018921","ESCUELA PRIVADA DE DANZA SUSANA GARCÍA","SUSANA GARCÍA","E. DE DANSA SUSANA GARCÍA","Priv.","PZ","MAYOR","8-BAJ",3600,"ELDA","Alacant","965384160","965384160",38.4785,-0.79402
"03018933","ESCOLA PRIVADA DE DANSA","ESTUDIO DE DANZA ALICIA Y PILAR","E. DE DANSA ESTUDIO DE DANZA ALICIA Y PILAR","Priv.","CL","ISABEL LA CATÓLICA","26",3007,"ALACANT","Alacant","965121129","",38.3404,-0.495383
